Year,State,District,Rape Cases,Abduction Cases,Murder Cases,Total Crimes,Population,Crime Rate,Arrests,Crime Clearance Rate
2020,Delhi,Hyderabad,93,19,31,143,10074796,1.419383579,73,51.05
2020,Uttar Pradesh,Mumbai,271,12,33,316,28674019,1.102042933,112,35.44
2021,Maharashtra,Jaipur,180,114,20,314,9462809,3.318253597,156,49.68
2023,Gujarat,Jaipur,82,97,23,202,11933279,1.692745137,131,64.85
2023,Kerala,Jaipur,55,62,45,162,24934203,0.649709959,115,70.99
2023,Maharashtra,New Delhi,250,101,33,384,28889361,1.329209047,85,22.14
2022,Rajasthan,New Delhi,135,58,37,230,9978929,2.304856563,190,82.61
2022,Maharashtra,Ahmedabad,100,92,18,210,13130069,1.599382303,109,51.9
2022,Uttar Pradesh,Chennai,268,88,16,372,6456940,5.761242942,260,69.89
2023,Bengaluru,Kolkata,219,34,38,291,8273131,3.51741076,284,97.59
2022,Uttar Pradesh,Chennai,210,20,9,239,9021563,2.649208347,166,69.46
2022,Delhi,New Delhi,143,145,5,293,22520550,1.301033945,97,33.11
2020,Gujarat,Ahmedabad,270,76,48,394,10790583,3.651331907,54,13.71
2021,Delhi,Bengaluru,284,106,32,422,25257981,1.670759037,153,36.26
2022,Uttar Pradesh,Hyderabad,85,84,44,213,19723646,1.079922039,100,46.95
2021,West Bengal,Kolkata,164,63,11,238,7858908,3.028410563,214,89.92
2021,Karnataka,Ahmedabad,149,108,33,290,15157021,1.913304732,280,96.55
2020,Karnataka,Mumbai,277,68,46,391,9611800,4.067916519,235,60.1
2021,Tamil Nadu,Hyderabad,111,142,21,274,11290100,2.426904988,139,50.73
2023,Uttar Pradesh,Bengaluru,213,66,10,289,25619451,1.128049153,91,31.49
2020,Bengaluru,Kolkata,207,120,7,334,25368033,1.31661765,80,23.95
2022,West Bengal,New Delhi,191,141,38,370,20615493,1.794766683,181,48.92
2020,Gujarat,Kolkata,185,65,34,284,5298610,5.359896275,125,44.01
2022,Uttar Pradesh,Bengaluru,133,126,40,299,24972053,1.197338481,237,79.26
2023,Kerala,New Delhi,70,16,26,112,24528236,0.456616611,31,27.68
2022,Kerala,Chennai,199,103,40,342,24120323,1.41789146,108,31.58
2021,Rajasthan,Chennai,208,44,7,259,13054405,1.984004633,146,56.37
2021,Bengaluru,Chennai,273,133,45,451,28621183,1.575755971,99,21.95
2023,Karnataka,Ahmedabad,123,62,33,218,1886524,11.55564414,106,48.62
2022,Rajasthan,Mumbai,270,31,21,322,23491928,1.370683581,47,14.6
2022,Rajasthan,Kochi,296,126,35,457,26128025,1.749079772,107,23.41
2023,Maharashtra,Kolkata,295,70,48,413,13572159,3.042994118,317,76.76
2022,Kerala,New Delhi,300,70,45,415,5418160,7.659426816,338,81.45
2022,Delhi,Bengaluru,125,22,35,182,15845803,1.14856912,118,64.84
2022,Delhi,Bengaluru,212,107,7,326,26192546,1.244628911,52,15.95
2020,Rajasthan,Bengaluru,144,44,7,195,12165665,1.602871688,118,60.51
2020,Karnataka,Ahmedabad,204,70,37,311,3207373,9.696408868,210,67.52
2020,Rajasthan,Kochi,227,64,21,312,20191083,1.545236578,259,83.01
2021,Delhi,Jaipur,203,71,19,293,10515939,2.786246668,39,13.31
2020,Maharashtra,Hyderabad,101,27,8,136,17351699,0.783784919,38,27.94
2020,Delhi,Mumbai,294,110,29,433,11319432,3.825280279,335,77.37
2023,Karnataka,Hyderabad,185,50,39,274,8370273,3.273489407,223,81.39
2023,Gujarat,Mumbai,290,85,22,397,25443190,1.560338935,286,72.04
2022,Kerala,Ahmedabad,119,44,22,185,11559064,1.600475609,34,18.38
2022,Bengaluru,Lucknow,196,143,34,373,25633102,1.455149673,89,23.86
2022,West Bengal,New Delhi,99,43,5,147,16954068,0.867048546,112,76.19
2021,Rajasthan,Kochi,286,125,46,457,24595882,1.858034609,82,17.94
2022,Tamil Nadu,Lucknow,156,133,30,319,16397555,1.945411984,185,57.99
2021,Tamil Nadu,Lucknow,200,18,42,260,11148034,2.332249794,102,39.23
2023,Karnataka,Bengaluru,156,35,45,236,13329853,1.770462135,181,76.69
2021,Gujarat,Chennai,141,130,7,278,22586601,1.230818218,129,46.4
2022,Tamil Nadu,Lucknow,300,47,14,361,17460576,2.06751484,108,29.92
2023,Tamil Nadu,Ahmedabad,107,95,13,215,18917335,1.136523723,47,21.86
2023,Gujarat,Lucknow,155,65,48,268,9120328,2.938490809,61,22.76
2022,Uttar Pradesh,New Delhi,253,133,26,412,6697052,6.151960594,133,32.28
2023,Gujarat,Bengaluru,98,35,11,144,20385748,0.706375846,131,90.97
2023,Uttar Pradesh,Ahmedabad,232,143,25,400,19026367,2.102345655,61,15.25
2023,West Bengal,Hyderabad,100,131,15,246,24532488,1.002751943,201,81.71
2021,Rajasthan,Kolkata,75,74,15,164,11378452,1.44132084,45,27.44
2020,Delhi,Kolkata,170,81,27,278,16094135,1.727337319,168,60.43
2021,Karnataka,Mumbai,194,113,5,312,27606250,1.130178854,269,86.22
2023,Karnataka,Lucknow,222,35,17,274,23473633,1.167267121,117,42.7
2021,Rajasthan,New Delhi,261,79,19,359,19156029,1.874083611,116,32.31
2022,Bengaluru,Jaipur,189,57,31,277,15998486,1.731413835,71,25.63
2022,Delhi,Jaipur,248,71,5,324,10133208,3.197407968,73,22.53
2021,Maharashtra,Lucknow,152,105,32,289,9249550,3.124476326,58,20.07
2022,Bengaluru,Lucknow,74,95,18,187,12238969,1.527906476,186,99.47
2022,Gujarat,Kolkata,191,144,49,384,13515718,2.84113652,215,55.99
2020,Tamil Nadu,Lucknow,94,66,21,181,24586860,0.736165578,106,58.56
2023,West Bengal,Chennai,227,79,31,337,22176549,1.519623274,317,94.07
2021,Gujarat,Hyderabad,241,12,22,275,15845635,1.735493718,98,35.64
2022,Kerala,Ahmedabad,107,111,5,223,26430434,0.843724322,48,21.52
2021,Gujarat,Lucknow,97,54,13,164,4403127,3.724625704,51,31.1
2023,Maharashtra,Kolkata,149,77,25,251,17372976,1.444772617,98,39.04
2023,Delhi,Jaipur,190,90,27,307,6888159,4.456923831,140,45.6
2021,Delhi,Kochi,256,107,40,403,6477941,6.221112542,226,56.08
2023,Tamil Nadu,Jaipur,152,127,37,316,5244159,6.025751698,130,41.14
2020,Rajasthan,Mumbai,232,13,47,292,1170511,24.94636958,173,59.25
2022,Uttar Pradesh,New Delhi,77,111,15,203,6675589,3.040930171,147,72.41
2022,Uttar Pradesh,Chennai,176,71,40,287,12297121,2.333879613,199,69.34
2021,West Bengal,Hyderabad,215,110,38,363,8975094,4.044525885,284,78.24
2022,Delhi,Chennai,179,50,9,238,18999468,1.252666654,168,70.59
2020,Delhi,Kochi,163,13,44,220,27915648,0.788088458,149,67.73
2023,Kerala,Jaipur,136,50,9,195,3169617,6.152162864,185,94.87
2020,West Bengal,Ahmedabad,173,59,15,247,22565436,1.094594405,146,59.11
2022,Delhi,Mumbai,91,82,43,216,2909402,7.424206074,58,26.85
2023,Bengaluru,Lucknow,295,136,42,473,6667376,7.094245172,212,44.82
2021,Uttar Pradesh,Bengaluru,119,128,21,268,25208365,1.06313916,121,45.15
2021,Karnataka,Lucknow,181,127,22,330,26070804,1.265783748,279,84.55
2020,Rajasthan,Kolkata,141,120,17,278,10350576,2.685840865,59,21.22
2022,Karnataka,Mumbai,281,73,15,369,25757332,1.432601793,98,26.56
2023,Karnataka,Kolkata,155,51,12,218,21861174,0.997201706,60,27.52
2023,Rajasthan,Ahmedabad,248,131,30,409,5367179,7.620390525,291,71.15
2021,Delhi,Kolkata,289,90,25,404,19296302,2.093665408,321,79.46
2023,Gujarat,New Delhi,225,91,11,327,10881207,3.005181319,183,55.96
2023,Uttar Pradesh,New Delhi,129,45,10,184,7818163,2.353494037,135,73.37
2020,Rajasthan,Ahmedabad,134,127,19,280,16986096,1.648407027,200,71.43
2022,Gujarat,Kolkata,162,83,24,269,27691002,0.971434692,155,57.62
2020,Delhi,Jaipur,148,100,10,258,20252800,1.27389793,42,16.28
2023,Delhi,Hyderabad,108,122,49,279,15348585,1.817757142,145,51.97
2022,Delhi,Kolkata,295,81,47,423,20784681,2.035152717,366,86.52
2022,Bengaluru,Kolkata,237,27,27,291,17218155,1.69007655,136,46.74
2020,Tamil Nadu,Jaipur,296,129,37,462,26418497,1.748774732,277,59.96
2020,Gujarat,Hyderabad,256,81,40,377,1834755,20.54770255,80,21.22
2020,Delhi,Ahmedabad,246,118,8,372,20307955,1.831794486,129,34.68
2022,Maharashtra,Kochi,199,76,7,282,2247978,12.54460675,258,91.49
2022,Uttar Pradesh,Mumbai,144,123,34,301,17941411,1.677682987,201,66.78
2023,Uttar Pradesh,Kolkata,215,135,8,358,19656326,1.821296615,353,98.6
2020,Tamil Nadu,Jaipur,201,32,25,258,29513569,0.874174181,180,69.77
2020,Bengaluru,Kolkata,295,124,27,446,20310193,2.195941713,243,54.48
2021,Maharashtra,Chennai,145,73,18,236,16954125,1.391991624,118,50
2022,Delhi,Bengaluru,179,10,20,209,17370825,1.203166804,58,27.75
2023,Karnataka,Hyderabad,204,34,23,261,27671592,0.943205581,245,93.87
2021,Delhi,Kolkata,272,87,7,366,7222833,5.067263773,184,50.27
2023,Kerala,Kolkata,201,69,19,289,6982939,4.138658522,144,49.83
2021,Rajasthan,Jaipur,152,46,49,247,24904728,0.991779553,145,58.7
2020,Bengaluru,Bengaluru,100,150,23,273,25968746,1.0512637,32,11.72
2022,Rajasthan,Kolkata,220,128,40,388,24816842,1.563454367,118,30.41
2020,Karnataka,Kolkata,205,103,44,352,4251870,8.278710309,42,11.93
2022,Karnataka,Lucknow,117,142,42,301,10766397,2.795735658,194,64.45
2022,Rajasthan,New Delhi,82,125,34,241,13063856,1.844784572,210,87.14
2023,Karnataka,New Delhi,235,123,31,389,21755045,1.788090992,381,97.94
2021,Karnataka,New Delhi,77,45,15,137,13175422,1.039814892,44,32.12
2022,Gujarat,Chennai,294,33,29,356,24435404,1.456902452,75,21.07
2021,Karnataka,Bengaluru,104,103,22,229,24499402,0.934716692,42,18.34
2023,Kerala,Chennai,290,143,34,467,20372730,2.292279925,287,61.46
2023,Karnataka,Kolkata,250,89,20,359,24356809,1.473920496,182,50.7
2023,Uttar Pradesh,Kochi,203,31,20,254,2075037,12.24074559,222,87.4
2020,Kerala,Ahmedabad,175,55,10,240,24595182,0.97580087,47,19.58
2022,Rajasthan,Ahmedabad,172,59,12,243,14354005,1.692907311,84,34.57
2020,Maharashtra,Chennai,135,65,47,247,6606366,3.738817983,84,34.01
2021,Uttar Pradesh,Kochi,125,116,28,269,26673006,1.008510252,93,34.57
2023,Delhi,Bengaluru,120,110,50,280,17243108,1.623837188,223,79.64
2023,Uttar Pradesh,Jaipur,253,141,44,438,14404264,3.040766262,299,68.26
2020,Kerala,Kolkata,194,57,33,284,7068924,4.017584572,133,46.83
2021,Karnataka,Kolkata,274,149,9,432,29447777,1.467003774,422,97.69
2021,Karnataka,Lucknow,292,19,9,320,18547238,1.725324277,161,50.31
2023,Gujarat,Jaipur,63,121,48,232,17947766,1.292639987,229,98.71
2022,West Bengal,Kochi,262,56,49,367,24900868,1.473844205,51,13.9
2020,Bengaluru,Mumbai,103,75,21,199,20922238,0.951141078,182,91.46
2023,Bengaluru,Lucknow,252,95,40,387,21363381,1.811511015,177,45.74
2022,Maharashtra,Ahmedabad,236,90,35,361,13144528,2.746389981,64,17.73
2020,Uttar Pradesh,Mumbai,86,144,35,265,22407582,1.182635413,202,76.23
2020,Bengaluru,Bengaluru,292,104,29,425,7218982,5.88725668,178,41.88
2021,Delhi,Ahmedabad,113,144,8,265,6943797,3.816355806,154,58.11
2023,Tamil Nadu,Jaipur,300,57,42,399,5316594,7.504804768,103,25.81
2022,Uttar Pradesh,Jaipur,181,26,26,233,18254565,1.276393056,65,27.9
2020,Gujarat,Ahmedabad,244,51,14,309,19405044,1.592369489,298,96.44
2020,Uttar Pradesh,Ahmedabad,276,11,37,324,1396146,23.20674199,183,56.48
2023,Bengaluru,Hyderabad,269,88,30,387,7024947,5.508938359,274,70.8
2023,West Bengal,Jaipur,62,65,50,177,16942519,1.044708877,120,67.8
2023,Uttar Pradesh,Bengaluru,233,20,28,281,20961098,1.340578628,264,93.95
2022,Delhi,Hyderabad,62,126,11,199,21581314,0.922093993,148,74.37
2022,West Bengal,Chennai,214,122,8,344,22935039,1.499888446,322,93.6
2023,Uttar Pradesh,Jaipur,104,98,14,216,26663558,0.810094437,139,64.35
2020,Rajasthan,Hyderabad,268,52,50,370,17526941,2.111035805,232,62.7
2022,Karnataka,Lucknow,219,25,46,290,18924270,1.532423708,77,26.55
2023,Gujarat,Chennai,99,138,14,251,5083517,4.93752652,48,19.12
2022,Gujarat,Bengaluru,299,77,48,424,29147908,1.45464985,387,91.27
2022,Tamil Nadu,Ahmedabad,60,123,33,216,8714732,2.47856159,33,15.28
2023,Delhi,Jaipur,179,27,38,244,16889017,1.444725883,154,63.11
2020,West Bengal,Bengaluru,235,68,39,342,3844470,8.895894623,201,58.77
2023,Maharashtra,Chennai,257,108,23,388,20041538,1.935979165,193,49.74
2020,Uttar Pradesh,Lucknow,213,115,32,360,10781791,3.338962887,53,14.72
2023,Karnataka,Bengaluru,144,74,10,228,3877432,5.880180491,207,90.79
2021,Bengaluru,Kolkata,198,39,5,242,7029521,3.442624327,155,64.05
2021,Tamil Nadu,New Delhi,193,61,27,281,2171334,12.9413531,48,17.08
2023,Uttar Pradesh,New Delhi,199,121,29,349,10008025,3.487201521,240,68.77
2020,Rajasthan,Hyderabad,239,128,15,382,9069474,4.211931144,246,64.4
2022,Karnataka,Lucknow,82,87,8,177,7040494,2.514028135,92,51.98
2021,Kerala,Kolkata,194,67,10,271,8156503,3.322502303,212,78.23
2021,Delhi,Kochi,231,69,20,320,7101010,4.506401202,190,59.38
2020,Tamil Nadu,Mumbai,163,124,17,304,14934127,2.035606099,190,62.5
2021,Uttar Pradesh,New Delhi,202,141,42,385,17263608,2.23012478,274,71.17
2021,Maharashtra,Jaipur,266,53,29,348,12091002,2.878173372,310,89.08
2023,Maharashtra,Ahmedabad,142,54,21,217,4153601,5.224382409,48,22.12
2021,Karnataka,Lucknow,127,119,24,270,25624704,1.053670708,157,58.15
2023,Kerala,Kolkata,186,78,47,311,8123962,3.828181373,116,37.3
2020,Tamil Nadu,Kochi,62,120,30,212,13704120,1.546980032,120,56.6
2020,Gujarat,Chennai,94,83,12,189,18621591,1.014950871,52,27.51
2023,Maharashtra,Hyderabad,286,102,7,395,23015584,1.716228448,148,37.47
2021,Delhi,Ahmedabad,125,120,45,290,4053964,7.153492236,91,31.38
2022,Gujarat,Chennai,260,78,5,343,17499782,1.960024416,309,90.09
2022,West Bengal,Bengaluru,295,134,15,444,17868014,2.48488724,114,25.68
2022,Maharashtra,Bengaluru,136,21,25,182,27480820,0.662280092,127,69.78
2023,West Bengal,Hyderabad,77,100,23,200,17693518,1.130357456,144,72
2021,Delhi,Kochi,262,76,31,369,22430655,1.645070106,106,28.73
2021,Tamil Nadu,Chennai,145,90,20,255,22694292,1.123630559,134,52.55
2023,Rajasthan,Jaipur,216,146,42,404,27631571,1.462095659,230,56.93
2021,Tamil Nadu,Chennai,51,96,39,186,21698211,0.857213528,97,52.15
2021,Gujarat,Lucknow,124,58,13,195,12127649,1.607896139,81,41.54
2021,Uttar Pradesh,Lucknow,264,79,19,362,12639076,2.864133422,304,83.98
2023,Gujarat,Lucknow,190,86,29,305,22136310,1.377826747,293,96.07
2023,Bengaluru,Kolkata,210,109,18,337,15544530,2.167965194,103,30.56
2021,Kerala,Bengaluru,256,144,21,421,17646550,2.385735455,260,61.76
2021,Maharashtra,Bengaluru,199,28,18,245,16399813,1.493919473,215,87.76
2021,Uttar Pradesh,Jaipur,264,24,8,296,17764982,1.666199268,188,63.51
2023,Delhi,Kochi,256,68,35,359,24201088,1.483404382,302,84.12
2020,Uttar Pradesh,Kochi,141,48,25,214,21147854,1.011923006,186,86.92
2020,Rajasthan,Bengaluru,274,141,6,421,28038887,1.501486132,368,87.41
2023,Bengaluru,Lucknow,203,62,39,304,5124048,5.932809373,271,89.14
2022,Uttar Pradesh,Bengaluru,265,60,34,359,29803703,1.204548307,35,9.75
2022,Delhi,Chennai,84,60,30,174,3077788,5.653410826,60,34.48
2021,West Bengal,Jaipur,105,41,46,192,21999141,0.87276135,167,86.98
2021,Delhi,Lucknow,112,101,37,250,8729778,2.863761255,138,55.2
2021,Bengaluru,New Delhi,220,149,48,417,2555725,16.31630946,372,89.21
2021,Bengaluru,Kochi,71,40,5,116,21272951,0.54529341,68,58.62
2022,Tamil Nadu,Jaipur,234,86,11,331,13381404,2.473581995,186,56.19
2021,Rajasthan,Hyderabad,162,40,6,208,14917439,1.394341214,102,49.04
2020,Tamil Nadu,Chennai,124,69,29,222,29318166,0.757209711,49,22.07
2021,Karnataka,Bengaluru,160,50,8,218,2567833,8.489648665,81,37.16
2023,Gujarat,Mumbai,260,27,15,302,18798314,1.606527053,287,95.03
2022,Bengaluru,Jaipur,294,66,10,370,18330480,2.01849597,162,43.78
2021,Gujarat,Bengaluru,100,22,24,146,7005303,2.084135404,67,45.89
2022,West Bengal,Kochi,256,118,23,397,10477169,3.789191527,266,67
2021,Tamil Nadu,Kochi,206,22,45,273,7203505,3.78982176,266,97.44
2023,Tamil Nadu,Ahmedabad,255,80,44,379,26911066,1.408342576,361,95.25
2022,Bengaluru,Kochi,212,94,36,342,14531921,2.353439714,329,96.2
2023,Maharashtra,Hyderabad,132,125,12,269,7821027,3.439445996,75,27.88
2022,Kerala,New Delhi,80,127,43,250,10806571,2.313407278,227,90.8
2020,Gujarat,Lucknow,282,26,47,355,12302997,2.885475791,169,47.61
2020,Uttar Pradesh,Bengaluru,137,141,29,307,2260254,13.58254426,192,62.54
2022,Maharashtra,Bengaluru,77,111,11,199,21488441,0.926079281,110,55.28
2022,Tamil Nadu,Mumbai,225,128,27,380,17032962,2.230968401,283,74.47
2021,Karnataka,Ahmedabad,54,133,21,208,20467043,1.016267958,145,69.71
2021,Kerala,Ahmedabad,134,128,34,296,14759494,2.005488806,133,44.93
2022,Rajasthan,Chennai,169,60,41,270,22390173,1.205886172,218,80.74
2021,Delhi,Kolkata,166,16,24,206,24642581,0.835951396,84,40.78
2020,Karnataka,Chennai,64,93,28,185,9469454,1.953650126,34,18.38
2023,Delhi,New Delhi,280,91,22,393,23203903,1.693680585,121,30.79
2020,West Bengal,Chennai,62,104,39,205,26968974,0.760132736,134,65.37
2022,West Bengal,Ahmedabad,265,50,28,343,17841938,1.922436901,104,30.32
2023,Bengaluru,Lucknow,121,135,46,302,13696387,2.20496106,41,13.58
2023,Uttar Pradesh,New Delhi,90,43,18,151,5711365,2.643851339,72,47.68
2021,Tamil Nadu,Kolkata,164,109,32,305,22505364,1.355232468,55,18.03
2021,West Bengal,New Delhi,74,88,27,189,3414848,5.534653373,30,15.87
2020,Tamil Nadu,Bengaluru,186,34,28,248,6357815,3.900711172,47,18.95
2020,Rajasthan,Hyderabad,238,80,16,334,13554009,2.464215569,298,89.22
2020,Rajasthan,Chennai,54,40,9,103,16053552,0.641602556,96,93.2
2023,Rajasthan,Jaipur,207,113,27,347,6286080,5.520133374,200,57.64
2023,Bengaluru,Hyderabad,133,34,50,217,14130345,1.535702065,209,96.31
2022,Kerala,Ahmedabad,188,66,45,299,12004868,2.49065629,297,99.33
2023,Delhi,Mumbai,195,56,46,297,11615101,2.557016078,88,29.63
2022,Tamil Nadu,Chennai,170,133,28,331,7442514,4.447421933,300,90.63
2023,Uttar Pradesh,Kochi,63,145,40,248,23061624,1.0753796,185,74.6
2023,Maharashtra,Kochi,61,142,20,223,7667499,2.908379903,32,14.35
2023,West Bengal,Lucknow,166,139,17,322,24843203,1.296129167,106,32.92
2022,Karnataka,New Delhi,240,149,45,434,25063720,1.731586532,397,91.47
2023,Karnataka,New Delhi,220,98,43,361,3617251,9.979954391,73,20.22
2023,West Bengal,Lucknow,79,24,48,151,9652248,1.564402407,38,25.17
2023,Rajasthan,Bengaluru,175,104,13,292,22250934,1.312304463,164,56.16
2022,Bengaluru,Ahmedabad,226,70,32,328,23520574,1.39452379,95,28.96
2020,Delhi,Kolkata,219,132,33,384,1401272,27.40367323,130,33.85
2022,Maharashtra,Mumbai,256,67,48,371,22674478,1.636200842,59,15.9
2021,Maharashtra,Chennai,205,87,8,300,3396293,8.833160154,71,23.67
2021,Gujarat,Kochi,263,70,48,381,16296614,2.337908967,283,74.28
2021,Kerala,Lucknow,252,92,29,373,28171067,1.324053505,308,82.57
2020,Karnataka,Kochi,74,39,35,148,8051267,1.838219997,101,68.24
2021,Rajasthan,Bengaluru,197,96,7,300,8302309,3.613452595,149,49.67
2022,Tamil Nadu,Hyderabad,232,71,11,314,6841403,4.589701849,280,89.17
2023,Kerala,Jaipur,274,136,22,432,21122573,2.045205383,279,64.58
2020,Delhi,Hyderabad,266,80,20,366,16363075,2.236743399,239,65.3
2020,Delhi,Chennai,108,46,9,163,27311437,0.596819567,86,52.76
2021,Rajasthan,Jaipur,119,84,41,244,10588915,2.304296521,75,30.74
2020,Bengaluru,Hyderabad,229,145,34,408,27750318,1.470253422,369,90.44
2022,Uttar Pradesh,Mumbai,255,108,9,372,3849016,9.664807837,250,67.2
2022,Maharashtra,Bengaluru,186,134,13,333,28254502,1.178573241,43,12.91
2021,West Bengal,Jaipur,215,91,38,344,20717833,1.660405314,56,16.28
2022,Kerala,Lucknow,66,92,41,199,24336612,0.817698043,134,67.34
2020,Uttar Pradesh,Jaipur,64,117,11,192,6894851,2.784686718,162,84.38
2020,Bengaluru,Jaipur,289,136,48,473,5094583,9.284371263,451,95.35
2023,Tamil Nadu,New Delhi,74,68,33,175,18949836,0.923490842,39,22.29
2020,Karnataka,Mumbai,194,82,18,294,24724037,1.189126193,78,26.53
2022,Rajasthan,Mumbai,103,31,44,178,24512815,0.726150791,162,91.01
2020,Tamil Nadu,Hyderabad,229,105,48,382,28033104,1.362674644,252,65.97
2023,Maharashtra,Kolkata,123,60,29,212,25015166,0.847485881,163,76.89
2021,Gujarat,Ahmedabad,281,36,20,337,8250577,4.084562813,278,82.49
2020,Rajasthan,Ahmedabad,76,135,45,256,20082542,1.274739025,252,98.44
2022,Tamil Nadu,Kochi,152,143,22,317,5205151,6.090121113,193,60.88
2022,Maharashtra,Hyderabad,129,108,20,257,11658282,2.204441443,103,40.08
2023,Gujarat,Jaipur,94,137,5,236,10271931,2.297523221,134,56.78
2023,Rajasthan,Hyderabad,54,97,12,163,3362314,4.847851807,41,25.15
2020,Kerala,Bengaluru,214,118,18,350,20244552,1.728860189,194,55.43
2022,Maharashtra,Bengaluru,184,40,19,243,14475692,1.678676225,36,14.81
2021,Kerala,Jaipur,234,124,20,378,20472885,1.846344567,97,25.66
2020,Gujarat,Kochi,180,33,19,232,26552430,0.873743006,219,94.4
2021,Delhi,Jaipur,230,90,32,352,26605132,1.323053011,287,81.53
2021,Kerala,Kochi,272,31,19,322,3137438,10.26315102,307,95.34
2023,Kerala,New Delhi,98,126,8,232,7568605,3.065294067,208,89.66
2020,Tamil Nadu,Jaipur,99,126,9,234,26423476,0.885576144,72,30.77
2022,Delhi,Kolkata,161,143,8,312,24255500,1.286306199,44,14.1
2023,Kerala,Ahmedabad,116,12,50,178,15043820,1.183210116,84,47.19
2021,West Bengal,Chennai,267,56,11,334,6202323,5.385079107,317,94.91
2023,Tamil Nadu,Kochi,127,48,14,189,25184986,0.750447112,169,89.42
2020,Kerala,Bengaluru,154,61,46,261,8083618,3.228752274,156,59.77
2023,Tamil Nadu,Ahmedabad,125,92,38,255,13854919,1.840501558,170,66.67
2021,Delhi,Kolkata,182,79,33,294,5524175,5.322061665,116,39.46
2021,Tamil Nadu,Jaipur,300,101,25,426,1734234,24.56415916,392,92.02
2021,Karnataka,New Delhi,103,82,13,198,27325661,0.724593634,147,74.24
2023,Bengaluru,Kochi,237,23,25,285,15798926,1.803920089,93,32.63
2021,Kerala,Jaipur,273,11,25,309,10321475,2.99375816,80,25.89
2021,Uttar Pradesh,Kolkata,113,126,13,252,13463399,1.871741304,57,22.62
2022,Gujarat,Bengaluru,292,91,50,433,2508465,17.26155238,380,87.76
2020,Delhi,Mumbai,139,95,32,266,25033324,1.062583619,196,73.68
2023,Tamil Nadu,Ahmedabad,83,45,28,156,25451914,0.612920506,65,41.67
2021,Uttar Pradesh,Jaipur,164,147,23,334,27150103,1.230197911,149,44.61
2022,Maharashtra,Bengaluru,114,39,12,165,9326604,1.769132688,143,86.67
2023,Maharashtra,Lucknow,66,40,15,121,22254940,0.543699511,104,85.95
2023,Uttar Pradesh,New Delhi,83,39,30,152,12282959,1.23748683,146,96.05
